사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2022-11,7호선,2719,태릉입구,"233,018","217,635","43,290","40,559",2022-12-03 10:33:29
2022-11,7호선,2720,먹골,"229,459","221,398","64,445","65,843",2022-12-03 10:33:29
2022-11,7호선,2721,중화,"248,609","242,407","63,483","63,861",2022-12-03 10:33:29
2022-11,7호선,2722,상봉(시외버스터미널),"421,293","402,498","70,908","68,190",2022-12-03 10:33:29
2022-11,7호선,2723,면목,"365,964","348,485","95,504","97,899",2022-12-03 10:33:29
2022-11,7호선,2724,사가정,"375,298","371,915","98,073","97,847",2022-12-03 10:33:29
2022-11,7호선,2725,용마산(용마폭포공원),"139,196","132,583","35,192","38,048",2022-12-03 10:33:29
2022-11,7호선,2726,중곡,"251,498","229,201","61,100","60,815",2022-12-03 10:33:29
2022-11,7호선,2727,군자(능동),"362,704","276,234","78,034","67,780",2022-12-03 10:33:29
2022-11,7호선,2728,어린이대공원(세종대),"460,210","468,163","42,752","42,476",2022-12-03 10:33:29
2022-11,7호선,2729,건대입구,"343,167","368,234","55,960","51,497",2022-12-03 10:33:29
2022-11,7호선,2730,뚝섬유원지,"196,734","187,285","43,916","43,631",2022-12-03 10:33:29
2022-11,7호선,2731,청담,"478,504","544,437","78,612","75,542",2022-12-03 10:33:29
2022-11,7호선,2732,강남구청,"419,914","471,792","52,904","54,277",2022-12-03 10:33:29
2022-11,7호선,2733,학동,"594,862","635,391","62,120","59,192",2022-12-03 10:33:29
2022-11,7호선,2734,논현,"467,035","489,579","44,456","43,740",2022-12-03 10:33:29
2022-11,7호선,2735,반포,"147,446","143,908","35,423","33,970",2022-12-03 10:33:29
2022-11,7호선,2736,고속터미널,"450,102","351,044","74,348","64,764",2022-12-03 10:33:29
2022-11,7호선,2737,내방,"343,469","351,092","69,851","67,568",2022-12-03 10:33:29
2022-11,7호선,2738,이수,"390,693","369,188","77,605","72,721",2022-12-03 10:33:29
2022-11,7호선,2739,남성,"260,640","239,611","71,559","71,153",2022-12-03 10:33:29
2022-11,7호선,2740,숭실대입구(살피재),"371,356","370,043","63,232","65,804",2022-12-03 10:33:29
2022-11,7호선,2741,상도,"301,205","295,685","61,388","58,207",2022-12-03 10:33:29
2022-11,7호선,2742,장승배기,"198,439","192,329","67,264","68,829",2022-12-03 10:33:29
2022-11,7호선,2743,신대방삼거리,"353,635","330,218","86,420","88,653",2022-12-03 10:33:29
2022-11,7호선,2744,보라매,"183,669","186,804","33,110","33,835",2022-12-03 10:33:29
2022-11,7호선,2745,신풍,"264,700","245,923","71,620","71,308",2022-12-03 10:33:29
2022-11,7호선,2746,대림(구로구청),"213,700","217,041","37,390","36,280",2022-12-03 10:33:29
2022-11,7호선,2747,남구로,"371,295","390,417","60,113","60,527",2022-12-03 10:33:29
2022-11,7호선,2748,가산디지털단지,"1,094,450","1,089,732","90,335","84,674",2022-12-03 10:33:29
2022-11,7호선,2749,철산,"525,499","536,596","98,839","98,502",2022-12-03 10:33:29
2022-11,7호선,2750,광명사거리,"476,947","463,249","143,870","149,604",2022-12-03 10:33:29
2022-11,7호선,2751,천왕,"276,902","261,842","56,902","56,543",2022-12-03 10:33:29
2022-11,7호선,2752,온수(성공회대입구),"265,873","247,208","40,392","38,642",2022-12-03 10:33:29
2022-11,7호선,2753,까치울,2,0,0,0,2022-12-03 10:33:29
2022-11,7호선,2757,부천시청,2,0,0,0,2022-12-03 10:33:29
2022-11,8호선,2811,암사,"445,263","379,238","103,012","101,410",2022-12-03 10:33:29
2022-11,8호선,2812,천호(풍납토성),"349,932","415,699","81,346","77,508",2022-12-03 10:33:29
2022-11,8호선,2813,강동구청,"233,762","240,072","64,355","64,319",2022-12-03 10:33:29
2022-11,8호선,2814,몽촌토성(평화의문),"152,335","156,923","34,592","33,978",2022-12-03 10:33:29
2022-11,8호선,2815,잠실(송파구청),"375,167","451,219","70,311","68,266",2022-12-03 10:33:29
2022-11,8호선,2816,석촌,"170,663","205,682","50,825","54,136",2022-12-03 10:33:29
2022-11,8호선,2817,송파,"192,729","187,779","59,834","59,667",2022-12-03 10:33:29
2022-11,8호선,2818,가락시장,"159,508","184,314","61,872","63,128",2022-12-03 10:33:29
2022-11,8호선,2819,문정,"511,157","539,040","60,774","59,999",2022-12-03 10:33:29
2022-11,8호선,2820,장지,"420,747","395,209","80,162","75,570",2022-12-03 10:33:29
2022-11,8호선,2821,복정,"239,902","198,894","39,974","36,122",2022-12-03 10:33:29
2022-11,8호선,2822,산성,"126,043","123,476","32,317","35,072",2022-12-03 10:33:29
2022-11,8호선,2823,남한산성입구(성남법원.검찰청),"345,811","312,317","78,183","73,433",2022-12-03 10:33:29
2022-11,8호선,2824,단대오거리,"244,269","232,761","70,105","68,317",2022-12-03 10:33:29
2022-11,8호선,2825,신흥,"102,148","108,411","39,154","40,780",2022-12-03 10:33:29
2022-11,8호선,2826,수진,"112,612","100,239","43,741","43,423",2022-12-03 10:33:29
2022-11,8호선,2827,모란,"85,170","70,637","54,431","41,931",2022-12-03 10:33:29
2022-11,8호선,2828,남위례,"148,325","153,550","29,741","29,981",2022-12-03 10:33:29
2022-11,9호선,4101,개화,"63,692","42,588","12,885","10,381",2022-12-03 10:33:29
2022-11,9호선,4102,김포공항,"198,019","297,363","19,452","23,072",2022-12-03 10:33:29
2022-11,9호선,4103,공항시장,"63,013","67,329","23,106","25,547",2022-12-03 10:33:29
2022-11,9호선,4104,신방화,"151,685","146,135","46,214","46,377",2022-12-03 10:33:29
2022-11,9호선,4105,마곡나루(서울식물원),"328,462","324,383","32,435","31,328",2022-12-03 10:33:29
2022-11,9호선,4106,양천향교,"231,669","237,232","45,309","45,093",2022-12-03 10:33:29
2022-11,9호선,4107,가양,"495,662","483,722","131,566","128,848",2022-12-03 10:33:29
2022-11,9호선,4108,증미,"162,328","149,642","34,024","33,896",2022-12-03 10:33:29
2022-11,9호선,4109,등촌,"251,913","236,555","79,212","79,923",2022-12-03 10:33:29
2022-11,9호선,4110,염창,"443,529","424,379","72,811","71,973",2022-12-03 10:33:29
2022-11,9호선,4111,신목동,"101,658","86,368","23,628","22,217",2022-12-03 10:33:29
2022-11,9호선,4112,선유도,"210,140","197,159","29,184","28,162",2022-12-03 10:33:29
2022-11,9호선,4113,당산,"483,646","487,713","66,509","61,917",2022-12-03 10:33:29
2022-11,9호선,4114,국회의사당,"411,405","421,191","58,827","51,882",2022-12-03 10:33:29
2022-11,9호선,4115,여의도,"792,708","745,603","50,666","45,998",2022-12-03 10:33:29
2022-11,9호선,4116,샛강,"148,397","144,262","27,215","27,115",2022-12-03 10:33:29
2022-11,9호선,4117,노량진,"692,977","683,547","87,665","88,858",2022-12-03 10:33:29
2022-11,9호선,4118,노들,"105,251","84,877","33,129","30,331",2022-12-03 10:33:29
2022-11,9호선,4119,흑석(중앙대입구),"233,390","237,546","55,300","56,330",2022-12-03 10:33:29
2022-11,9호선,4120,동작(현충원),"43,860","32,717","10,680","8,801",2022-12-03 10:33:29
2022-11,9호선,4121,구반포,"26,834","27,949","10,103","10,244",2022-12-03 10:33:29
2022-11,9호선,4122,신반포,"88,377","86,854","23,679","23,615",2022-12-03 10:33:29
2022-11,9호선,4123,고속터미널,"360,612","502,291","61,107","71,960",2022-12-03 10:33:29
2022-11,9호선,4124,사평,"88,167","83,409","22,445","22,292",2022-12-03 10:33:29
2022-11,9호선,4125,신논현,"827,026","808,561","52,728","50,897",2022-12-03 10:33:29
2022-11,공항철도 1호선,4201,서울역,"302,322","272,101","34,200","29,892",2022-12-03 10:33:29
2022-11,공항철도 1호선,4202,공덕,"66,030","90,861","7,961","9,592",2022-12-03 10:33:29
2022-11,공항철도 1호선,4203,홍대입구,"347,489","352,658","18,116","17,151",2022-12-03 10:33:29
2022-11,공항철도 1호선,4204,디지털미디어시티,"365,174","339,674","27,027","25,616",2022-12-03 10:33:29
2022-11,공항철도 1호선,4206,마곡나루(서울식물원),"262,762","255,645","15,242","15,291",2022-12-03 10:33:29
2022-11,공항철도 1호선,4207,김포공항,"309,271","171,971","25,125","16,253",2022-12-03 10:33:29
2022-11,공항철도 1호선,4208,계양,"319,078","292,212","32,363","30,546",2022-12-03 10:33:29
2022-11,공항철도 1호선,4209,검암,"177,855","175,277","17,818","17,943",2022-12-03 10:33:29
2022-11,공항철도 1호선,4210,청라국제도시,"189,916","179,590","13,986","14,038",2022-12-03 10:33:29
2022-11,공항철도 1호선,4211,운서,"217,886","224,754","28,887","29,200",2022-12-03 10:33:29
2022-11,공항철도 1호선,4212,공항화물청사,"53,217","56,531","9,178","8,939",2022-12-03 10:33:29
2022-11,공항철도 1호선,4213,인천공항1터미널,"271,266","256,840","24,396","22,460",2022-12-03 10:33:29
2022-11,공항철도 1호선,4215,인천공항2터미널,"105,339","94,764","10,367","8,983",2022-12-03 10:33:29
2022-11,공항철도 1호선,4217,영종,"88,535","89,461","21,241","21,210",2022-12-03 10:33:29
2022-11,9호선2~3단계,4126,언주,"277,289","283,697","29,670","29,533",2022-12-03 10:33:29
2022-11,9호선2~3단계,4127,선정릉,"253,928","281,873","27,007","28,164",2022-12-03 10:33:29
2022-11,9호선2~3단계,4128,삼성중앙,"180,297","189,982","26,508","25,756",2022-12-03 10:33:29
2022-11,9호선2~3단계,4129,봉은사,"500,568","519,287","51,518","49,232",2022-12-03 10:33:29
2022-11,9호선2~3단계,4130,종합운동장,"113,820","111,589","20,650","18,642",2022-12-03 10:33:29
2022-11,9호선2~3단계,4131,삼전,"168,725","158,106","35,641","34,577",2022-12-03 10:33:29
2022-11,9호선2~3단계,4132,석촌고분,"152,626","146,711","36,192","36,440",2022-12-03 10:33:29
2022-11,9호선2~3단계,4133,석촌,"227,087","200,811","37,632","32,634",2022-12-03 10:33:29
2022-11,9호선2~3단계,4134,송파나루,"123,675","132,922","26,839","28,220",2022-12-03 10:33:29
2022-11,9호선2~3단계,4135,한성백제,"64,770","57,088","17,252","15,357",2022-12-03 10:33:29
2022-11,9호선2~3단계,4136,올림픽공원(한국체대),"200,819","204,188","32,533","32,829",2022-12-03 10:33:29
2022-11,9호선2~3단계,4137,둔촌오륜,"26,124","24,198","6,402","6,872",2022-12-03 10:33:29
2022-11,9호선2~3단계,4138,중앙보훈병원,"239,849","202,283","77,574","75,803",2022-12-03 10:33:29
2022-11,우이신설선,4701,북한산우이,"66,590","57,266","34,629","36,351",2022-12-03 10:33:29
2022-11,우이신설선,4702,솔밭공원,"46,955","40,890","28,419","29,939",2022-12-03 10:33:29
2022-11,우이신설선,4703,4.19민주묘지,"80,547","80,634","35,822","31,797",2022-12-03 10:33:29
2022-11,우이신설선,4704,가오리,"75,629","71,107","48,648","49,516",2022-12-03 10:33:29
2022-11,우이신설선,4705,화계,"59,905","53,096","42,825","43,202",2022-12-03 10:33:29
2022-11,우이신설선,4706,삼양,"31,861","32,377","25,940","28,706",2022-12-03 10:33:29
2022-11,우이신설선,4707,삼양사거리,"39,270","38,477","35,678","36,061",2022-12-03 10:33:29
2022-11,우이신설선,4708,솔샘,"132,156","120,159","39,471","40,833",2022-12-03 10:33:29
2022-11,우이신설선,4709,북한산보국문,"148,986","137,261","43,696","43,673",2022-12-03 10:33:29
2022-11,우이신설선,4710,정릉,"98,365","87,736","46,818","44,009",2022-12-03 10:33:29
2022-11,우이신설선,4711,성신여대입구(돈암),"74,348","88,466","28,665","28,088",2022-12-03 10:33:29
2022-11,우이신설선,4712,보문,"31,436","31,446","15,122","14,771",2022-12-03 10:33:29
2022-11,우이신설선,4713,신설동,"37,003","37,870","29,341","26,561",2022-12-03 10:33:29
2022-11,신림선,4401,샛강,"58,154","74,628","12,215","11,970",2022-12-03 10:33:29
2022-11,신림선,4402,대방,"60,452","45,850","13,741","11,614",2022-12-03 10:33:29
2022-11,신림선,4403,서울지방병무청,"53,490","58,691","19,718","21,696",2022-12-03 10:33:29
2022-11,신림선,4404,보라매,"76,808","69,866","18,799","15,836",2022-12-03 10:33:29
2022-11,신림선,4405,보라매공원,"39,091","42,425","13,482","14,667",2022-12-03 10:33:29
2022-11,신림선,4406,보라매병원,"137,643","143,270","42,210","41,486",2022-12-03 10:33:29
2022-11,신림선,4407,당곡,"84,179","80,910","29,758","29,546",2022-12-03 10:33:29
2022-11,신림선,4408,신림,"32,908","48,646","13,866","15,910",2022-12-03 10:33:29
2022-11,신림선,4409,서원,"69,575","56,090","19,949","19,818",2022-12-03 10:33:29
2022-11,신림선,4410,서울대벤처타운,"168,628","158,469","54,188","55,494",2022-12-03 10:33:29
2022-11,신림선,4411,관악산(서울대),"56,237","59,538","33,654","34,153",2022-12-03 10:33:29
